st_rad,st_raerr,st_disterr1,st_masserr2,st_teffn,st_distn,pl_orbinclerr2,pl_bmassprov,pl_ttvflag,pl_orbeccenn,st_disterr2,ra_str,st_raderr2,pl_discmethod,pl_orbincllim,gaia_gmaglim,pl_bmassjlim,pl_orbperlim,pl_denslim,pl_bmassj,pl_orbsmaxlim,pl_dens,pl_denserr2,pl_radjlim,st_tefferr2,gaia_gmagerr,pl_orbsmaxerr1,st_tefflim,st_radn,pl_orbpererr1,pl_orbpererr2,pl_orbper,pl_orbeccenlim,rowupdate,pl_radj,pl_radn,pl_orbeccen,pl_orbsmaxerr2,pl_bmassn,pl_orbincl,st_decerr,st_posn,pl_letter,pl_hostname,pl_orbeccenerr2,pl_radjerr1,st_teff,pl_bmassjerr1,st_radlim,pl_orbincln,pl_orbinclerr1,pl_kepflag,pl_orbeccenerr1,st_massn,st_masslim,ra,dec_str,st_raderr1,st_optmaglim,pl_orbsmaxn,st_optmag,pl_pnum,st_dist,pl_nnotes,gaia_gmag,pl_orbsmax,pl_facility,st_optband,st_masserr1,pl_bmassjerr2,pl_controvflag,st_tefferr1,pl_densn,st_mass,st_distlim,pl_k2flag,st_optmagerr,pl_name,pl_orbpern,pl_radjerr2,dec,pl_denserr1
1.21,,,-0.10,,,,M-R relationship,,,,,-0.18,,0,,0,0,0,0.00227,0,5.090000,,0,-199.25,,,0,,0.00021020,-0.00021020,13.64736760,0,,0.082,,0.000000,,,86.470,,,b,,,0.029,6116.00,,0,,,,,,0,296.0598685,,0.43,,,,,,1,,0.107500,,,0.14,,,118.51,,1.14,,,,Kepler-1607 b,,-0.012,42.6560582,
0.72,,,-0.07,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.01150,0,3.860000,,0,-72.99,,,0,,0.00016980,-0.00016980,16.47356860,0,,0.154,,0.000000,,,89.970,,,b,,,0.014,4992.00,,0,,,,,,0,295.5635550,,0.05,,,,,,1,,0.112600,,,0.05,,,119.01,,0.75,,,,Kepler-1608 b,,-0.017,39.4175700,
1.27,,,-0.09,,,,M-R relationship,,,,,-0.17,,0,,0,0,0,0.01750,0,2.790000,,0,-146.65,,,0,,0.00409700,-0.00409700,114.34219000,0,,0.198,,0.000000,,,89.440,,,b,,,0.080,6132.00,,0,,,,,,0,290.1465356,,0.51,,,,,,1,,0.467900,,,0.16,,,88.96,,1.18,,,,Kepler-1609 b,,-0.029,39.6658026,
0.81,,,-0.03,,,,Mass,,,,,-0.05,,0,,0,0,0,0.03800,0,6.980000,,0,-100.00,,,0,,0.00000600,-0.00000600,4.92135500,0,,0.189,,0.000000,,,89.930,,,b,,,0.012,5078.00,0.02300,0,,,,,,0,290.5164698,,0.05,,,,,,1,,0.054000,,,0.03,-0.02000,,100.00,,0.86,,,,Kepler-161 b,,-0.012,43.0838642,
0.81,,,-0.03,,,,Mass,,,,,-0.05,,0,,0,0,0,0.03700,0,7.530000,,0,-100.00,,,0,,0.00001100,-0.00001100,7.06424000,0,,0.183,,0.000000,,,88.420,,,c,,,0.013,5078.00,0.03300,0,,,,,,0,290.5164698,,0.05,,,,,,1,,0.068000,,,0.03,-0.02400,,100.00,,0.86,,,,Kepler-161 c,,-0.013,43.0838642,
0.87,,,-0.04,,,,M-R relationship,,,,,-0.05,,0,,0,0,0,0.01010,0,4.240000,,0,-82.73,,,0,,0.00008315,-0.00008315,8.70181574,0,,0.144,,0.000000,,,89.880,,,b,,,0.017,5383.00,,0,,,,,,0,295.9049795,,0.09,,,,,,1,,0.077700,,,0.04,,,61.72,,0.91,,,,Kepler-1610 b,,-0.012,45.4054296,
0.80,,,-0.08,,,,M-R relationship,,,,,-0.08,,0,,0,0,0,0.01580,0,3.020000,,0,-185.00,,,0,,0.00048730,-0.00048730,44.98518850,0,,0.197,,0.000000,,,89.410,,,c,,,,5295.00,,0,,,,,,0,295.9049795,,0.13,,,,,,0,,0.232300,,,0.10,,,185.00,,0.83,,,,Kepler-1610 c,,,45.4054296,
0.93,,,-0.05,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.00144,0,4.730000,,0,-122.47,,,0,,0.00005826,-0.00005826,5.17624290,0,,0.072,,0.000000,,,89.260,,,b,,,0.014,5605.00,,0,,,,,,0,296.5120204,,0.17,,,,,,1,,0.058600,,,0.04,,,89.65,,0.94,,,,Kepler-1611 b,,-0.006,49.7277506,
0.94,,,-0.05,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.00340,0,5.430000,,0,-130.31,,,0,,0.00002727,-0.00002727,3.91795101,0,,0.092,,0.000000,,,88.270,,,b,,,0.016,5643.00,,0,,,,,,0,291.2503022,,0.16,,,,,,1,,0.048200,,,0.05,,,104.98,,0.96,,,,Kepler-1612 b,,-0.010,45.6550536,
1.12,,,-0.07,,,,M-R relationship,,,,,-0.12,,0,,0,0,0,0.01570,0,3.040000,,0,-111.57,,,0,,0.00019910,-0.00019910,1.51842990,0,,0.186,,0.000000,,,80.830,,,b,,,0.039,6005.00,,0,,,,,,0,289.8750066,,0.24,,,,,,1,,0.026400,,,0.08,,,92.89,,1.08,,,,Kepler-1613 b,,-0.045,43.4209318,
0.76,,,-0.06,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.00889,0,4.700000,,0,-46.14,,,0,,0.00003022,-0.00003022,3.94661410,0,,0.133,,0.000000,,,88.540,,,b,,,0.011,5121.00,,0,,,,,,0,284.8713893,,0.05,,,,,,1,,0.047100,,,0.05,,,50.38,,0.79,,,,Kepler-1614 b,,-0.013,49.7758867,
1.05,,,-0.06,,,,M-R relationship,,,,,-0.09,,0,,0,0,0,0.01540,0,3.080000,,0,-105.58,,,0,,0.00085930,-0.00085930,47.31261920,0,,0.184,,0.000000,,,84.510,,,b,,,0.043,5865.00,,0,,,,,,0,286.3592066,,0.24,,,,,,1,,0.278800,,,0.06,,,85.98,,1.04,,,,Kepler-1615 b,,-0.052,42.2273971,
1.34,,,-0.10,,,,M-R relationship,,,,,-0.19,,0,,0,0,0,0.00328,0,5.390000,,0,-92.78,,,0,,0.00006948,-0.00006948,6.76284377,0,,0.091,,0.000000,,,85.500,,,b,,,0.042,6266.00,,0,,,,,,0,286.5436691,,0.62,,,,,,1,,0.076100,,,0.19,,,93.46,,1.21,,,,Kepler-1616 b,,-0.013,45.3048716,
1.22,,,-0.08,,,,M-R relationship,,,,,-0.15,,0,,0,0,0,0.00588,0,5.950000,,0,-77.96,,,0,,0.00050780,-0.00050780,27.47855720,0,,0.107,,0.000000,,,89.980,,,b,,,0.033,6167.00,,0,,,,,,0,287.9371747,,0.38,,,,,,1,,0.181000,,,0.13,,,84.79,,1.15,,,,Kepler-1617 b,,-0.014,46.4184781,
1.65,,,-0.15,,,,M-R relationship,,,,,-0.29,,0,,0,0,0,0.00669,0,5.850000,,0,-143.89,,,0,,0.00008991,-0.00008991,6.10826019,0,,0.112,,0.000000,,,86.570,,,b,,,0.046,6620.00,,0,,,,,,0,295.1753619,,0.68,,,,,,1,,0.070600,,,0.22,,,213.78,,1.41,,,,Kepler-1618 b,,-0.021,45.9308594,
1.00,,,-0.07,,,,M-R relationship,,,,,-0.09,,0,,0,0,0,0.00114,0,4.540000,,0,-80.99,,,0,,0.00054200,-0.00054200,23.62259130,0,,0.068,,0.000000,,,89.140,,,b,,,0.013,5852.00,,0,,,,,,0,285.7035950,,0.19,,,,,,1,,0.161100,,,0.06,,,90.66,,1.00,,,,Kepler-1619 b,,-0.007,44.4221528,
0.96,,,-0.09,,,,M-R relationship,,,,,-0.51,,0,,0,0,0,0.00669,0,5.850000,,0,-200.00,,,0,,0.00005200,-0.00005200,6.91979800,0,,0.112,,0.000000,,,84.930,,,b,,,0.060,5816.00,,0,,,,,,0,297.2789115,,0.51,,,,,,1,,0.069000,,,0.09,,,200.00,,0.95,,,,Kepler-162 b,,-0.060,43.7239693,
0.96,,,-0.09,,,,M-R relationship,,,,,-0.51,,0,,0,0,0,0.02970,0,1.860000,,0,-200.00,,,0,,0.00004500,-0.00004500,19.44635500,0,,0.270,,0.000000,,,88.210,,,c,,,0.145,5816.00,,0,,,,,,0,297.2789115,,0.51,,,,,,1,,0.137000,,,0.09,,,200.00,,0.95,,,,Kepler-162 c,,-0.145,43.7239693,
1.23,,,-0.10,,,,M-R relationship,,,,,-0.18,,0,,0,0,0,0.01010,0,4.240000,,0,-167.55,,,0,,0.00157200,-0.00157200,101.95182900,0,,0.144,,0.000000,,,89.960,,,b,,,0.057,6157.00,,0,,,,,,0,297.2709026,,0.48,,,,,,1,,0.432200,,,0.16,,,120.80,,1.15,,,,Kepler-1620 b,,-0.024,46.9284743,
1.24,,,-0.11,,,,M-R relationship,,,,,-0.20,,0,,0,0,0,0.01670,0,2.900000,,0,-219.74,,,0,,0.00238500,-0.00238500,92.26371400,0,,0.193,,0.000000,,,89.810,,,b,,,0.071,6158.00,,0,,,,,,0,297.5885341,,0.46,,,,,,1,,0.420400,,,0.20,,,276.88,,1.15,,,,Kepler-1621 b,,-0.033,43.8411937,
1.50,,,-0.13,,,,M-R relationship,,,,,-0.26,,0,,0,0,0,0.00869,0,4.770000,,0,-172.76,,,0,,0.00010090,-0.00010090,10.81187370,0,,0.131,,0.000000,,,86.490,,,b,,,0.061,6436.00,,0,,,,,,0,297.3288329,,0.69,,,,,,1,,0.099400,,,0.22,,,154.47,,1.31,,,,Kepler-1622 b,,-0.024,47.8154590,
1.00,,,-0.07,,,,M-R relationship,,,,,-0.11,,0,,0,0,0,0.00714,0,5.550000,,0,-187.15,,,0,,0.00002698,-0.00002698,4.36128348,0,,0.117,,0.000000,,,88.520,,,b,,,0.028,5772.00,,0,,,,,,0,294.0826970,,0.23,,,,,,1,,0.051800,,,0.07,,,140.28,,1.00,,,,Kepler-1623 b,,-0.016,39.5560655,
0.47,,,-0.04,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.08670,0,0.819000,,0,-53.36,,,0,,0.00000456,-0.00000456,3.29030452,0,,0.509,,0.000000,,,89.680,,,b,,,0.035,3636.00,,0,,,,,,0,292.5798564,,0.03,,,,,,1,,0.032700,,,0.03,,,58.98,,0.50,,,,Kepler-1624 b,,-0.041,37.3762616,
0.94,,,-0.06,,,,M-R relationship,,,,,-0.08,,0,,0,0,0,0.09620,0,0.756000,,0,-162.14,,,0,,0.00298300,-0.00298300,287.37894900,0,,0.541,,0.000000,,,89.990,,,b,,,0.078,5677.00,,0,,,,,,0,295.4293220,,0.13,,,,,,1,,0.874800,,,0.06,,,107.40,,0.96,,,,Kepler-1625 b,,-0.047,39.8865068,
1.85,,,-0.20,,,,M-R relationship,,,,,-0.39,,0,,0,0,0,0.01490,0,3.160000,,0,-316.80,,,0,,0.00002851,-0.00002851,4.13962966,0,,0.180,,0.000000,,,87.830,,,b,,,0.059,6826.00,,0,,,,,,0,296.5004384,,0.60,,,,,,1,,0.053700,,,0.21,,,286.40,,1.51,,,,Kepler-1626 b,,-0.038,40.7212069,
0.84,,,-0.06,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.04150,0,1.440000,,0,-121.15,,,0,,0.00008773,-0.00008773,7.20283653,0,,0.329,,0.000000,,,89.920,,,b,,,0.044,5445.00,,0,,,,,,0,284.0566675,,0.09,,,,,,1,,0.064300,,,0.05,,,93.89,,0.87,,,,Kepler-1627 b,,-0.037,41.5767277,
0.52,,,-0.03,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.10600,0,0.699000,,0,-48.58,,,0,,0.00183300,-0.00183300,76.37803300,0,,0.574,,0.000000,,,89.710,,,b,,,0.084,3724.00,,0,,,,,,0,281.6336936,,0.04,,,,,,1,,0.295200,,,0.04,,,65.64,,0.55,,,,Kepler-1628 b,,-0.045,43.4115547,
1.01,,,-0.05,,,,M-R relationship,,,,,-0.08,,0,,0,0,0,0.00120,0,4.590000,,0,-74.65,,,0,,0.00002379,-0.00002379,3.87595807,0,,0.069,,0.000000,,,89.890,,,b,,,0.013,5776.00,,0,,,,,,0,280.2066276,,0.19,,,,,,1,,0.048500,,,0.05,,,68.39,,1.01,,,,Kepler-1629 b,,-0.007,43.7743281,
0.92,,,-0.03,,,,M-R relationship,,,,,-0.38,,0,,0,0,0,0.00364,0,5.510000,,0,-200.00,,,0,,0.00010700,-0.00010700,7.81093700,0,,0.094,,0.000000,,,85.780,,,b,,,0.039,5776.00,,0,,,,,,0,295.0027458,,0.38,,,,,,1,,0.078000,,,0.07,,,200.00,,0.88,,,,Kepler-163 b,,-0.039,46.9873389,
0.92,,,-0.03,,,,M-R relationship,,,,,-0.38,,0,,0,0,0,0.01800,0,2.730000,,0,-200.00,,,0,,0.00008100,-0.00008100,21.34726200,0,,0.202,,0.000000,,,87.500,,,c,,,0.084,5776.00,,0,,,,,,0,295.0027458,,0.38,,,,,,1,,0.152000,,,0.07,,,200.00,,0.88,,,,Kepler-163 c,,-0.084,46.9873389,
0.63,,,-0.03,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.01710,0,2.840000,,0,-64.28,,,0,,0.00325600,-0.00325600,509.99740200,0,,0.195,,0.000000,,,89.950,,,b,,,0.018,4736.00,,0,,,,,,0,297.5083004,,0.05,,,,,,1,,1.121800,,,0.05,,,97.30,,0.66,,,,Kepler-1630 b,,-0.009,43.7110543,
0.95,,,-0.06,,,,M-R relationship,,,,,-0.08,,0,,0,0,0,0.00752,0,5.340000,,0,-148.91,,,0,,0.00003048,-0.00003048,4.09513932,0,,0.120,,0.000000,,,75.960,,,b,,,0.018,5679.00,,0,,,,,,0,294.6325781,,0.13,,,,,,1,,0.051100,,,0.05,,,101.54,,0.97,,,,Kepler-1631 b,,-0.013,43.8076687,
1.19,,,-0.10,,,,M-R relationship,,,,,-0.17,,0,,0,0,0,0.02100,0,2.430000,,0,-176.47,,,0,,0.00416400,-0.00416400,448.30355800,0,,0.220,,0.000000,,,89.990,,,b,,,0.075,6137.00,,0,,,,,,0,294.4948769,,0.40,,,,,,1,,0.676200,,,0.14,,,159.61,,1.12,,,,Kepler-1632 b,,-0.031,43.9135575,
1.32,,,-0.09,,,,M-R relationship,,,,,-0.18,,0,,0,0,0,0.00982,0,4.350000,,0,-118.36,,,0,,0.00588600,-0.00588600,186.40427100,0,,0.141,,0.000000,,,88.510,,,b,,,0.058,6256.00,,0,,,,,,0,288.5151733,,0.54,,,,,,1,,0.387500,,,0.17,,,119.67,,1.20,,,,Kepler-1633 b,,-0.022,44.9232545,
0.89,,,-0.05,,,,M-R relationship,,,,,-0.06,,0,,0,0,0,0.03240,0,1.740000,,0,-144.37,,,0,,0.00710700,-0.00710700,374.87623900,0,,0.285,,0.000000,,,89.840,,,b,,,0.046,5474.00,,0,,,,,,0,294.0433990,,0.10,,,,,,1,,1.052500,,,0.05,,,149.64,,0.92,,,,Kepler-1634 b,,-0.054,45.1398201,
0.85,,,-0.04,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.04050,0,1.470000,,0,-53.97,,,0,,0.01246000,-0.01246000,469.63111000,0,,0.325,,0.000000,,,89.610,,,b,,,0.029,5347.00,,0,,,,,,0,285.3490542,,0.08,,,,,,1,,1.117000,,,0.04,,,51.14,,0.89,,,,Kepler-1635 b,,-0.060,45.5561768,
1.02,,,-0.06,,,,M-R relationship,,,,,-0.11,,0,,0,0,0,0.03310,0,1.710000,,0,-166.58,,,0,,0.01122000,-0.01122000,425.47785000,0,,0.288,,0.000000,,,89.990,,,b,,,0.068,5797.00,,0,,,,,,0,294.0575681,,0.23,,,,,,1,,1.154600,,,0.08,,,171.84,,1.01,,,,Kepler-1636 b,,-0.031,46.4409844,
1.02,,,-0.05,,,,M-R relationship,,,,,-0.09,,0,,0,0,0,0.00201,0,4.990000,,0,-94.94,,,0,,0.00006485,-0.00006485,6.10960324,0,,0.079,,0.000000,,,89.240,,,b,,,0.016,5789.00,,0,,,,,,0,282.2368006,,0.20,,,,,,1,,0.059600,,,0.06,,,79.58,,1.02,,,,Kepler-1637 b,,-0.008,48.1542016,
0.95,,,-0.06,,,-0.084,M-R relationship,,,,,-0.08,,0,,0,0,0,0.01310,0,3.500000,,0,-111.43,,0.021000,0,,0.01303000,-0.01303000,259.33683000,0,,0.167,,0.000000,-0.020000,,89.995,,,b,,,0.029,5710.00,,0,,0.002,,,,0,295.4823299,,0.17,,,,,,1,,0.745000,,,0.05,,,96.70,,0.97,,,,Kepler-1638 b,,-0.020,48.5244695,
1.18,,,-0.08,,,,M-R relationship,,,,,-0.14,,0,,0,0,0,0.02260,0,2.300000,,0,-82.94,,,0,,0.00217100,-0.00217100,9.87848200,0,,0.230,,0.000000,,,87.700,,,b,,,0.070,6150.00,,0,,,,,,0,283.0686510,,0.34,,,,,,1,,0.093200,,,0.11,,,91.49,,1.12,,,,Kepler-1639 b,,-0.030,48.8021209,
1.15,,,-0.05,,,,M-R relationship,,,,,-0.22,,0,,0,0,0,0.00809,0,5.040000,,0,-113.00,,,0,,0.00002700,-0.00002700,5.03503000,0,,0.126,,0.000000,,,84.490,,,b,,,0.025,5888.00,,0,,,,,,0,287.7808115,,0.22,,,,,,1,,0.058000,,,0.04,,,113.00,,1.09,,,,Kepler-164 b,,-0.025,47.6298453,
1.15,,,-0.05,,,,M-R relationship,,,,,-0.22,,0,,0,0,0,0.02490,0,2.130000,,0,-113.00,,,0,,0.00002900,-0.00002900,10.94572300,0,,0.244,,0.000000,,,87.170,,,c,,,0.046,5888.00,,0,,,,,,0,287.7808115,,0.22,,,,,,1,,0.097000,,,0.04,,,113.00,,1.09,,,,Kepler-164 c,,-0.046,47.6298453,
1.15,,,-0.05,,,,M-R relationship,,,,,-0.22,,0,,0,0,0,0.02070,0,2.450000,,0,-113.00,,,0,,0.00016200,-0.00016200,28.98676900,0,,0.219,,0.000000,,,88.640,,,d,,,0.042,5888.00,,0,,,,,,0,287.7808115,,0.22,,,,,,1,,0.187000,,,0.04,,,113.00,,1.09,,,,Kepler-164 d,,-0.042,47.6298453,
1.10,,,-0.07,,,,M-R relationship,,,,,-0.15,,0,,0,0,0,0.05250,0,1.200000,,0,-117.00,,,0,,0.00121600,-0.00121600,94.88690200,0,,0.357,,0.000000,,,88.370,,,e,,,,5888.00,,0,,,,,,0,287.7808115,,0.18,,,,,,0,,0.402500,,,0.07,,,106.00,,0.97,,,,Kepler-164 e,,,47.6298453,
1.43,,,-0.10,,,,M-R relationship,,,,,-0.21,,0,,0,0,0,0.06520,0,1.020000,,0,-142.31,,,0,,0.00038660,-0.00038660,7.58441260,0,,0.430,,0.000000,,,85.040,,,b,,,0.221,6324.00,,0,,,,,,0,294.5577857,,0.65,,,,,,1,,0.083600,,,0.21,,,102.05,,1.27,,,,Kepler-1640 b,,-0.071,40.8504949,
1.19,,,-0.12,,,,M-R relationship,,,,,-0.19,,0,,0,0,0,0.03100,0,1.800000,,0,-233.57,,,0,,0.00111000,-0.00111000,19.67226600,0,,0.277,,0.000000,,,88.190,,,b,,,0.101,6152.00,,0,,,,,,0,296.3594560,,0.40,,,,,,1,,0.147300,,,0.16,,,173.97,,1.12,,,,Kepler-1641 b,,-0.052,41.5745321,
1.19,,,-0.12,,,,M-R relationship,,,,,-0.19,,0,,0,0,0,0.02830,0,1.930000,,0,-233.57,,,0,,0.00309900,-0.00309900,32.65721200,0,,0.263,,0.000000,,,89.990,,,c,,,0.087,6152.00,,0,,,,,,0,296.3594560,,0.40,,,,,,1,,0.206500,,,0.16,,,173.97,,1.12,,,,Kepler-1641 c,,-0.044,41.5745321,
0.84,,,-0.05,,,,M-R relationship,,,,,-0.06,,0,,0,0,0,0.03250,0,1.730000,,0,-191.86,,,0,,0.00051010,-0.00051010,12.20575130,0,,0.285,,0.000000,,,89.850,,,b,,,0.030,5355.00,,0,,,,,,0,297.2121215,,0.09,,,,,,1,,0.101600,,,0.06,,,178.89,,0.88,,,,Kepler-1642 b,,-0.022,43.6437890,
0.84,,,-0.05,,,,M-R relationship,,,,,-0.06,,0,,0,0,0,0.02380,0,2.210000,,0,-191.86,,,0,,0.00032270,-0.00032270,6.65138020,0,,0.237,,0.000000,,,89.850,,,c,,,0.026,5355.00,,0,,,,,,0,297.2121215,,0.09,,,,,,1,,0.067800,,,0.06,,,178.89,,0.88,,,,Kepler-1642 c,,-0.019,43.6437890,
0.86,,,-0.03,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.01890,0,2.640000,,0,-110.00,,,0,,0.00001010,-0.00001010,5.34265700,0,,0.207,,0.000000,,,89.930,,,b,,,0.012,4916.00,,0,,,,,,0,300.4310076,,0.04,,,,,,1,,0.053100,,,0.03,,,110.00,,0.85,,,,Kepler-1643 b,,-0.012,44.7510129,
0.86,,,-0.05,,,,M-R relationship,,,,,-0.06,,0,,0,0,0,0.01320,0,3.470000,,0,-63.10,,,0,,0.00011140,-0.00011140,21.09077580,0,,0.168,,0.000000,,,87.630,,,b,,,0.046,5499.00,,0,,,,,,0,285.4750512,,0.09,,,,,,1,,0.142000,,,0.05,,,66.43,,0.89,,,,Kepler-1644 b,,-0.014,48.0348356,
1.02,,,-0.06,,,,M-R relationship,,,,,-0.10,,0,,0,0,0,0.01200,0,3.720000,,0,-151.42,,,0,,0.00010690,-0.00010690,16.17795610,0,,0.159,,0.000000,,,89.810,,,b,,,0.038,5812.00,,0,,,,,,0,297.4795142,,0.24,,,,,,1,,0.128500,,,0.06,,,119.73,,1.02,,,,Kepler-1645 b,,-0.018,48.4185820,
0.26,,,-0.06,,,,M-R relationship,,,,,-0.05,,0,,0,0,0,0.00642,0,6.020000,,0,-41.07,,,0,,0.00001050,-0.00001050,4.48558383,0,,0.110,,0.000000,,,89.360,,,b,,,0.025,3299.00,,0,,,,,,0,287.5264859,,0.05,,,,,,1,,0.029500,,,0.06,,,36.22,,0.24,,,,Kepler-1646 b,,-0.021,42.9129356,
1.79,,,-0.01,,,-0.004,Mass,,,,,-0.01,,0,,0,0,0,1.51968,0,1.590000,,0,-100.00,,0.007000,0,,0.02270000,-0.02270000,1107.59230000,0,,1.059,,0.058100,-0.007000,,90.097,,,b,,-0.068900,0.012,6210.00,0.64815,0,,0.004,,0.068900,,0,298.1500570,,0.01,,,,,,1,,2.720500,,,0.01,-0.64815,,100.00,,1.22,,,,Kepler-1647 b,,-0.012,40.6561751,
0.23,,,-0.01,,,-0.079,M-R relationship,,,,,0.00,,0,,0,0,0,0.00325,0,5.380000,,0,-61.00,,0.002800,0,,0.00002500,-0.00002500,8.68909900,0,,0.091,,0.000000,-0.002800,,89.150,,,b,,,0.005,3240.00,,0,,0.110,,,,0,292.5029676,,0.00,,,,,,0,,0.051400,,,0.01,,,61.00,,0.20,,,,Kepler-1649 b,,-0.005,41.8299933,
0.23,,,-0.01,,,-0.056,M-R relationship,,,,,0.00,,0,,0,0,0,0.00377,0,5.540000,,0,-61.00,,,0,,0.00010000,-0.00010000,19.53527000,0,,0.095,,0.000000,,,89.339,,,c,,,0.013,3240.00,,0,,0.056,,,,0,292.5029676,,0.00,,,,,,0,,0.064900,,,0.01,,,61.00,,0.20,,,,Kepler-1649 c,,-0.009,41.8299933,
0.77,,,-0.03,,,,M-R relationship,,,,,-0.47,,0,,0,0,0,0.01890,0,2.640000,,0,-200.00,,,0,,0.00002600,-0.00002600,8.18084800,0,,0.207,,0.000000,,,88.510,,,b,,,0.126,5211.00,,0,,,,,,0,280.6909200,,0.47,,,,,,1,,0.072000,,,0.03,,,200.00,,0.79,,,,Kepler-165 b,,-0.126,47.8096702,
0.77,,,-0.03,,,,M-R relationship,,,,,-0.47,,0,,0,0,0,0.01760,0,2.770000,,0,-200.00,,,0,,0.00005700,-0.00005700,15.31299000,0,,0.199,,0.000000,,,88.890,,,c,,,0.120,5211.00,,0,,,,,,0,280.6909200,,0.47,,,,,,1,,0.110000,,,0.03,,,200.00,,0.79,,,,Kepler-165 c,,-0.120,47.8096702,
0.33,,,-0.04,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.00264,0,5.220000,,0,-46.00,,,0,,0.00000155,-0.00000154,1.53818001,0,,0.086,,0.010000,,,77.380,,,b,,-0.010000,0.010,3410.00,,0,,,,0.150000,,0,297.7292296,,0.04,,,,,,1,,0.016700,,,0.05,,,56.00,,0.33,,,,Kepler-1650 b,,-0.009,42.8666919,
0.50,,,-0.03,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.01270,0,3.560000,,0,-53.00,,,0,,0.00001067,-0.00001010,9.87863917,0,,0.164,,0.130000,,,89.970,,,b,,-0.030000,0.010,3713.00,,0,,,,0.060000,,0,283.6282602,,0.03,,,,,,5,,0.069200,,,0.03,,,57.00,,0.52,,,,Kepler-1651 b,,-0.010,48.3908081,
0.38,,,-0.05,,,-0.143,M-R relationship,,,,,-0.04,,0,,0,0,0,0.01000,0,4.280000,,0,-51.00,,0.004200,0,,0.00021000,-0.00021000,38.09722000,0,,0.143,,0.000000,-0.007500,,89.993,,,b,,,0.016,3638.00,,0,,0.004,,,,0,294.3660313,,0.04,,,,,,,,0.165400,,,0.04,,,51.00,,0.40,,,,Kepler-1652 b,,-0.016,49.9150219,
0.69,,,-0.03,,,-0.053,M-R relationship,,,,,-0.02,,0,,0,0,0,0.01680,0,2.880000,,0,-100.00,,0.009800,0,,0.00300000,-0.00300000,140.25240000,0,,0.194,,0.000000,-0.004100,,89.788,,,b,,,0.014,4807.00,,0,,0.010,,,,0,296.4577020,,0.03,,,,,,,,0.470600,,,0.04,,,100.00,,0.72,,,,Kepler-1653 b,,-0.021,41.2660210,
1.18,,,-0.05,,,-0.017,Mass,,,,,-0.02,,0,,1,0,1,0.50000,0,1.200000,,0,-93.00,,0.037000,0,,0.00180000,-0.00190000,1047.83560000,0,,0.819,,0.260000,-0.035000,,89.982,,,b,,-0.110000,0.019,5597.00,,0,,0.012,,0.210000,,0,282.1856949,,0.03,,,,,,0,,2.026000,,,0.06,,,95.00,,1.01,,,,Kepler-1654 b,,-0.017,44.4344617,
1.03,,,-0.04,,,-0.550,Mass,,,,,-0.02,,0,,0,0,0,0.01699,0,2.720000,-0.900000,0,-71.00,,0.001400,0,,0.00000850,-0.00000850,11.87287870,1,,0.197,,0.190000,-0.001400,,87.620,,,b,,,0.007,6148.00,0.00535,0,,0.550,,,,0,286.6895986,,0.02,,,,,,0,,0.102900,,,0.04,-0.00535,,71.00,,1.03,,,,Kepler-1655 b,,-0.007,39.2120802,0.970000
1.10,,,-0.04,,,-0.510,Mass,,,,,-0.13,,0,,0,0,0,0.15000,0,2.130000,-0.570000,0,-50.00,,0.002600,0,,0.01100000,-0.01100000,31.56200000,0,,0.448,,0.838000,-0.002600,,89.310,,,b,,-0.029000,0.047,5569.00,0.02000,0,,0.470,,0.045000,,0,284.4722473,,0.13,,,,,,0,,0.197400,,,0.04,-0.02000,,50.00,,1.03,,,,Kepler-1656 b,,-0.047,39.9118890,0.870000
1.10,,,-0.04,,,,Mass,,,,,-0.13,,,,0,0,0,0.40000,0,0.253000,,0,-50.00,,0.049000,0,,27.00000000,-24.00000000,1919.00000000,0,,1.250,,0.527000,-0.049000,,,,,c,,-0.054000,,5569.00,0.09000,0,,,,0.050000,,0,284.4722473,,0.13,,,,,,0,,3.053000,,,0.04,-0.09000,,50.00,,1.03,,,,Kepler-1656 c,,,39.9118890,
2.89,,,-0.06,,,-0.590,Mass,,,,,-0.11,,0,,0,0,0,5.88000,0,6.360000,-0.910000,0,-78.00,,0.000700,0,,0.00000080,-0.00000080,3.84937278,0,,1.070,,0.062800,-0.000700,,76.520,,,b,,-0.018500,0.050,6216.00,0.47000,0,,0.580,,0.019700,,0,294.3565559,,0.13,,,,,,1,,0.054400,,,0.06,-0.46000,,78.00,,1.45,,,,Kepler-1658 b,,-0.050,38.9473424,1.070000
